dtm_model,dataset,llm,topic_idx,year,temporal_coherence,temporal_smoothness,raw
DLDA,unDebates,deepseek,0,2019,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,1,1971,,,
DLDA,unDebates,deepseek,1,1972,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,1,1973,3,3,"```json
{""temporal_coherence"": 3, ""temporal_smoothness"": 3}
```"
DLDA,unDebates,deepseek,1,1974,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,1,1975,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,1,1976,,,
DLDA,unDebates,deepseek,1,1977,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,1,1978,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,1,1979,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,1,1980,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,1,1981,,,
DLDA,unDebates,deepseek,1,1982,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,1,1983,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,1,1984,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,1,1985,3,3,"{""temporal_coherence"": ""3"", ""temporal_smoothness"": ""3""}"
DLDA,unDebates,deepseek,1,1986,,,
DLDA,unDebates,deepseek,1,1987,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,1,1988,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,1,1989,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,1,1990,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,1,1991,,,
DLDA,unDebates,deepseek,1,1992,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,1,1993,3,2,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 2
}
```"
DLDA,unDebates,deepseek,1,1994,3,2,"{""temporal_coherence"": 3, ""temporal_smoothness"": 2}"
DLDA,unDebates,deepseek,1,1995,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,1,1996,,,
DLDA,unDebates,deepseek,1,1997,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,1,1998,3,2,"{""temporal_coherence"": 3, ""temporal_smoothness"": 2}"
DLDA,unDebates,deepseek,1,1999,3,2,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 2
}
```"
DLDA,unDebates,deepseek,1,2000,3,2,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 2
}
```"
DLDA,unDebates,deepseek,1,2001,,,
DLDA,unDebates,deepseek,1,2002,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,1,2003,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,1,2004,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,1,2005,3,2,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 2
}
```"
DLDA,unDebates,deepseek,1,2006,,,
DLDA,unDebates,deepseek,1,2007,3,2,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 2
}
```"
DLDA,unDebates,deepseek,1,2008,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,1,2009,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,1,2010,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,1,2011,,,
DLDA,unDebates,deepseek,1,2012,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,1,2013,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,1,2014,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,1,2015,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,1,2016,,,
DLDA,unDebates,deepseek,1,2017,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,1,2018,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,1,2019,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,2,1971,,,
DLDA,unDebates,deepseek,2,1972,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,2,1973,3,2,"{""temporal_coherence"": 3, ""temporal_smoothness"": 2}"
DLDA,unDebates,deepseek,2,1974,3,3,"```json
{""temporal_coherence"": 3, ""temporal_smoothness"": 3}
```"
DLDA,unDebates,deepseek,2,1975,,,
DLDA,unDebates,deepseek,2,1976,,,
DLDA,unDebates,deepseek,2,1977,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,2,1978,3,2,"{""temporal_coherence"": 3, ""temporal_smoothness"": 2}"
DLDA,unDebates,deepseek,2,1979,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,2,1980,,,
DLDA,unDebates,deepseek,2,1981,3,2,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 2
}
```"
DLDA,unDebates,deepseek,2,1982,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,2,1983,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,2,1984,,,
DLDA,unDebates,deepseek,2,1985,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,2,1986,3,2,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 2
}
```"
DLDA,unDebates,deepseek,2,1987,3,3,"```json
{""temporal_coherence"": 3, ""temporal_smoothness"": 3}
```"
DLDA,unDebates,deepseek,2,1988,,,
DLDA,unDebates,deepseek,2,1989,,,
DLDA,unDebates,deepseek,2,1990,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,2,1991,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,2,1992,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,2,1993,,,
DLDA,unDebates,deepseek,2,1994,,,
DLDA,unDebates,deepseek,2,1995,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,2,1996,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,2,1997,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,2,1998,,,
DLDA,unDebates,deepseek,2,1999,,,
DLDA,unDebates,deepseek,2,2000,3,2,"{""temporal_coherence"": 3, ""temporal_smoothness"": 2}"
DLDA,unDebates,deepseek,2,2001,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,2,2002,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,2,2003,,,
DLDA,unDebates,deepseek,2,2004,,,
DLDA,unDebates,deepseek,2,2005,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,2,2006,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,2,2007,3,2,"{""temporal_coherence"": 3, ""temporal_smoothness"": 2}"
DLDA,unDebates,deepseek,2,2008,,,
DLDA,unDebates,deepseek,2,2009,,,
DLDA,unDebates,deepseek,2,2010,3,2,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 2
}
```"
DLDA,unDebates,deepseek,2,2011,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,2,2012,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,2,2013,,,
DLDA,unDebates,deepseek,2,2014,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,2,2015,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,2,2016,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,2,2017,,,
DLDA,unDebates,deepseek,2,2018,,,
DLDA,unDebates,deepseek,2,2019,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,3,1971,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,3,1972,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,3,1973,,,
DLDA,unDebates,deepseek,3,1974,,,
DLDA,unDebates,deepseek,3,1975,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,3,1976,3,3,"```json
{""temporal_coherence"": 3, ""temporal_smoothness"": 3}
```"
DLDA,unDebates,deepseek,3,1977,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,3,1978,,,
DLDA,unDebates,deepseek,3,1979,,,
DLDA,unDebates,deepseek,3,1980,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,3,1981,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,3,1982,3,2,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 2
}
```"
DLDA,unDebates,deepseek,3,1983,,,
DLDA,unDebates,deepseek,3,1984,,,
DLDA,unDebates,deepseek,3,1985,3,2,"{""temporal_coherence"": 3, ""temporal_smoothness"": 2}"
DLDA,unDebates,deepseek,3,1986,3,2,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 2
}
```"
DLDA,unDebates,deepseek,3,1987,3,3,"```json
{""temporal_coherence"": 3, ""temporal_smoothness"": 3}
```"
DLDA,unDebates,deepseek,3,1988,,,
DLDA,unDebates,deepseek,3,1989,,,
DLDA,unDebates,deepseek,3,1990,3,2,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 2
}
```"
DLDA,unDebates,deepseek,3,1991,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,3,1992,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,3,1993,,,
DLDA,unDebates,deepseek,3,1994,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,3,1995,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,3,1996,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,3,1997,,,
DLDA,unDebates,deepseek,3,1998,,,
DLDA,unDebates,deepseek,3,1999,3,3,"```json
{""temporal_coherence"": 3, ""temporal_smoothness"": 3}
```"
DLDA,unDebates,deepseek,3,2000,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,3,2001,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,3,2002,,,
DLDA,unDebates,deepseek,3,2003,,,
DLDA,unDebates,deepseek,3,2004,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,3,2005,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,3,2006,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,3,2007,,,
DLDA,unDebates,deepseek,3,2008,,,
DLDA,unDebates,deepseek,3,2009,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,3,2010,3,2,"{""temporal_coherence"": 3, ""temporal_smoothness"": 2}"
DLDA,unDebates,deepseek,3,2011,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,3,2012,,,
DLDA,unDebates,deepseek,3,2013,2,3,"{""temporal_coherence"": 2, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,3,2014,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,3,2015,3,2,"{""temporal_coherence"": 3, ""temporal_smoothness"": 2}"
DLDA,unDebates,deepseek,3,2016,,,
DLDA,unDebates,deepseek,3,2017,,,
DLDA,unDebates,deepseek,3,2018,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,3,2019,3,2,"{""temporal_coherence"": 3, ""temporal_smoothness"": 2}"
DLDA,unDebates,deepseek,4,1971,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,4,1972,,,
DLDA,unDebates,deepseek,4,1973,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,4,1974,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,4,1975,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,4,1976,,,
DLDA,unDebates,deepseek,4,1977,,,
DLDA,unDebates,deepseek,4,1978,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,4,1979,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,4,1980,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,4,1981,,,
DLDA,unDebates,deepseek,4,1982,,,
DLDA,unDebates,deepseek,4,1983,2,2,"{""temporal_coherence"": 2, ""temporal_smoothness"": 2}"
DLDA,unDebates,deepseek,4,1984,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,4,1985,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,4,1986,,,
DLDA,unDebates,deepseek,4,1987,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,4,1988,3,2,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 2
}
```"
DLDA,unDebates,deepseek,4,1989,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,4,1990,,,
DLDA,unDebates,deepseek,4,1991,,,
DLDA,unDebates,deepseek,4,1992,3,3,"```json
{""temporal_coherence"": 3, ""temporal_smoothness"": 3}
```"
DLDA,unDebates,deepseek,4,1993,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,4,1994,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,4,1995,,,
DLDA,unDebates,deepseek,4,1996,,,
DLDA,unDebates,deepseek,4,1997,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,4,1998,2,2,"{""temporal_coherence"": 2, ""temporal_smoothness"": 2}"
DLDA,unDebates,deepseek,4,1999,2,2,"{""temporal_coherence"": 2, ""temporal_smoothness"": 2}"
DLDA,unDebates,deepseek,4,2000,,,
DLDA,unDebates,deepseek,4,2001,,,
DLDA,unDebates,deepseek,4,2002,2,2,"{""temporal_coherence"": 2, ""temporal_smoothness"": 2}"
DLDA,unDebates,deepseek,4,2003,2,3,"{""temporal_coherence"": 2, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,4,2004,2,2,"```json
{
  ""temporal_coherence"": 2,
  ""temporal_smoothness"": 2
}
```"
DLDA,unDebates,deepseek,4,2005,,,
DLDA,unDebates,deepseek,4,2006,,,
DLDA,unDebates,deepseek,4,2007,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,4,2008,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,4,2009,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,4,2010,,,
DLDA,unDebates,deepseek,4,2011,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,4,2012,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,4,2013,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,4,2014,,,
DLDA,unDebates,deepseek,4,2015,,,
DLDA,unDebates,deepseek,4,2016,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,4,2017,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,4,2018,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,4,2019,,,
DLDA,unDebates,deepseek,5,1971,,,
DLDA,unDebates,deepseek,5,1972,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,5,1973,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,5,1974,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,5,1975,,,
DLDA,unDebates,deepseek,5,1976,,,
DLDA,unDebates,deepseek,5,1977,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,5,1978,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,5,1979,2,3,"{""temporal_coherence"": 2, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,5,1980,,,
DLDA,unDebates,deepseek,5,1981,,,
DLDA,unDebates,deepseek,5,1982,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,5,1983,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,5,1984,2,2,"{""temporal_coherence"": 2, ""temporal_smoothness"": 2}"
DLDA,unDebates,deepseek,5,1985,,,
DLDA,unDebates,deepseek,5,1986,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,5,1987,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,5,1988,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,5,1989,,,
DLDA,unDebates,deepseek,5,1990,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,5,1991,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,5,1992,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,5,1993,,,
DLDA,unDebates,deepseek,5,1994,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,5,1995,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,5,1996,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,5,1997,,,
DLDA,unDebates,deepseek,5,1998,,,
DLDA,unDebates,deepseek,5,1999,,,
DLDA,unDebates,deepseek,5,2000,,,
DLDA,unDebates,deepseek,5,2001,,,
DLDA,unDebates,deepseek,5,2002,,,
DLDA,unDebates,deepseek,5,2003,,,
DLDA,unDebates,deepseek,5,2004,,,
DLDA,unDebates,deepseek,5,2005,,,
DLDA,unDebates,deepseek,5,2006,,,
DLDA,unDebates,deepseek,5,2007,,,
DLDA,unDebates,deepseek,5,2008,,,
DLDA,unDebates,deepseek,5,2009,,,
DLDA,unDebates,deepseek,5,2010,,,
DLDA,unDebates,deepseek,5,2011,,,
DLDA,unDebates,deepseek,5,2012,,,
DLDA,unDebates,deepseek,5,2013,2,3,"{""temporal_coherence"": 2, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,5,2014,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
DLDA,unDebates,deepseek,5,2015,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,5,2016,,,
DLDA,unDebates,deepseek,5,2017,,,
DLDA,unDebates,deepseek,5,2018,3,3,"```json
{
  ""temporal_coherence"": 3,
  ""temporal_smoothness"": 3
}
```"
DLDA,unDebates,deepseek,5,2019,3,3,"{""temporal_coherence"": 3, ""temporal_smoothness"": 3}"
