dtm_model,dataset,llm,topic_idx,year,intruder,detected,correct,raw
DLDA,neurips,qwen,3,2004,process,year,False,Year
DLDA,neurips,qwen,3,2005,solution,year,False,Year
DLDA,neurips,qwen,3,2006,sequence,year,False,Year
DLDA,neurips,qwen,3,2007,action,year,False,Year
DLDA,neurips,qwen,3,2008,bias,year,False,Year
DLDA,neurips,qwen,3,2009,data,year,False,Year
DLDA,neurips,qwen,3,2010,posterior,year,False,Year
DLDA,neurips,qwen,3,2011,memory,year,False,Year
DLDA,neurips,qwen,3,2012,accuracy,year,False,Year
DLDA,neurips,qwen,3,2013,components,year,False,Year
DLDA,neurips,qwen,3,2014,probability,year,False,Year
DLDA,neurips,qwen,3,2015,utility,year,False,Year
DLDA,neurips,qwen,3,2016,ensemble,year,False,Year
DLDA,neurips,qwen,3,2017,functions,year,False,Year
DLDA,neurips,qwen,3,2018,gradient,year,False,Year
DLDA,neurips,qwen,3,2019,estimators,year,False,Year
DLDA,neurips,qwen,4,1987,parameters,year,False,Year
DLDA,neurips,qwen,4,1988,figure,year,False,Year
DLDA,neurips,qwen,4,1989,position,position,True,Position
DLDA,neurips,qwen,4,1990,recognition,year,False,Year
DLDA,neurips,qwen,4,1991,fixed,fixed,True,fixed
DLDA,neurips,qwen,4,1992,patterns,year,False,Year
DLDA,neurips,qwen,4,1993,selected,year,False,Year
DLDA,neurips,qwen,4,1994,language,year,False,Year
DLDA,neurips,qwen,4,1995,event,year,False,Year
DLDA,neurips,qwen,4,1996,document,year,False,Year
DLDA,neurips,qwen,4,1997,risk,year,False,Year
DLDA,neurips,qwen,4,1998,probability,year,False,Year
DLDA,neurips,qwen,4,1999,bias,year,False,Year
DLDA,neurips,qwen,4,2000,nonlinear,year,False,Year
DLDA,neurips,qwen,4,2001,dynamical,year,False,Year
DLDA,neurips,qwen,4,2002,motor,motor,True,motor
DLDA,neurips,qwen,4,2003,trees,trees,True,Trees
DLDA,neurips,qwen,4,2004,number,year,False,Year
DLDA,neurips,qwen,4,2005,network,network,True,network
DLDA,neurips,qwen,4,2006,large,year,False,Year
DLDA,neurips,qwen,4,2007,sequence,year,False,Year
DLDA,neurips,qwen,4,2008,linear,linear,True,Linear
DLDA,neurips,qwen,4,2009,search,year,False,Year
DLDA,neurips,qwen,4,2010,norm,year,False,Year
DLDA,neurips,qwen,4,2011,matrix,matrix,True,matrix
DLDA,neurips,qwen,4,2012,regularization,year,False,Year
DLDA,neurips,qwen,4,2013,distributed,year,False,Year
DLDA,neurips,qwen,4,2014,units,year,False,Year
DLDA,neurips,qwen,4,2015,functions,year,False,Year
DLDA,neurips,qwen,4,2016,algorithms,year,False,Year
DLDA,neurips,qwen,4,2017,quantization,year,False,Year
DLDA,neurips,qwen,4,2018,examples,year,False,Year
DLDA,neurips,qwen,4,2019,precision,year,False,Year
DLDA,neurips,qwen,5,1987,variance,year,False,Year
DLDA,neurips,qwen,5,1988,method,year,False,Year
DLDA,neurips,qwen,5,1989,accuracy,year,False,Year
DLDA,neurips,qwen,5,1990,activation,year,False,Year
DLDA,neurips,qwen,5,1991,connected,year,False,Year
DLDA,neurips,qwen,5,1992,performance,year,False,Year
DLDA,neurips,qwen,5,1993,groups,line,False,line
DLDA,neurips,qwen,5,1994,distances,year,False,Year
DLDA,neurips,qwen,5,1995,dynamical,year,False,Year
DLDA,neurips,qwen,5,1996,classification,year,False,Year
DLDA,neurips,qwen,5,1997,decision,line,False,line
DLDA,neurips,qwen,5,1998,source,year,False,Year
DLDA,neurips,qwen,5,1999,rate,line,False,line
DLDA,neurips,qwen,5,2000,generalization,year,False,Year
DLDA,neurips,qwen,5,2001,inputs,year,False,Year
DLDA,neurips,qwen,5,2002,signal,year,False,Year
DLDA,neurips,qwen,5,2003,nodes,year,False,Year
DLDA,neurips,qwen,5,2004,function,year,False,Year
DLDA,neurips,qwen,5,2005,problem,year,False,Year
DLDA,neurips,qwen,5,2006,states,states,True,states
DLDA,neurips,qwen,5,2007,target,year,False,Year
DLDA,neurips,qwen,5,2008,data,year,False,Year
DLDA,neurips,qwen,5,2009,rank,year,False,Year
DLDA,neurips,qwen,5,2010,algorithms,year,False,Year
DLDA,neurips,qwen,5,2011,related,year,False,Year
DLDA,neurips,qwen,5,2012,pixels,year,False,Year
DLDA,neurips,qwen,5,2013,learning,year,False,Year
DLDA,neurips,qwen,5,2014,generative,regret,False,regret
DLDA,neurips,qwen,5,2015,different,regret,False,regret
DLDA,neurips,qwen,5,2016,points,points,True,points
DLDA,neurips,qwen,5,2017,fair,year,False,Year
DLDA,neurips,qwen,5,2018,label,label,True,label
DLDA,neurips,qwen,5,2019,algorithm,year,False,Year
DLDA,neurips,qwen,6,1987,queries,queries,True,queries
DLDA,neurips,qwen,6,1988,label,year,False,Year
DLDA,neurips,qwen,6,1989,visible,year,False,Year
DLDA,neurips,qwen,6,1990,direction,year,False,Year
DLDA,neurips,qwen,6,1991,clustering,year,False,Year
DLDA,neurips,qwen,6,1992,function,year,False,Year
DLDA,neurips,qwen,6,1993,components,year,False,Year
DLDA,neurips,qwen,6,1994,code,year,False,Year
DLDA,neurips,qwen,6,1995,time,year,False,Year
DLDA,neurips,qwen,6,1996,number,number,True,Number
DLDA,neurips,qwen,6,1997,performance,year,False,Year
DLDA,neurips,qwen,6,1998,weights,year,False,Year
DLDA,neurips,qwen,6,1999,motor,year,False,Year
DLDA,neurips,qwen,6,2000,input,year,False,Year
DLDA,neurips,qwen,6,2001,regression,year,False,Year
DLDA,neurips,qwen,6,2002,euclidean,year,False,Year
DLDA,neurips,qwen,6,2003,graphs,year,False,Year
DLDA,neurips,qwen,6,2004,agent,year,False,Year
DLDA,neurips,qwen,6,2005,states,year,False,Year
DLDA,neurips,qwen,6,2006,bound,year,False,Year
DLDA,neurips,qwen,6,2007,setting,year,False,Year
DLDA,neurips,qwen,6,2008,algorithms,year,False,Year
DLDA,neurips,qwen,6,2009,time,time,True,time
DLDA,neurips,qwen,6,2010,visual,year,False,Year
DLDA,neurips,qwen,6,2011,diagonal,diagonal,True,diagonal
DLDA,neurips,qwen,6,2012,learning,year,False,Year
DLDA,neurips,qwen,6,2013,missing,year,False,Year
DLDA,neurips,qwen,6,2014,different,year,False,Year
DLDA,neurips,qwen,6,2015,local,year,False,Year
DLDA,neurips,qwen,6,2016,score,score,True,score
DLDA,neurips,qwen,6,2017,hessian,video,False,video
DLDA,neurips,qwen,6,2018,tasks,tasks,True,tasks
DLDA,neurips,qwen,6,2019,tasks,tasks,True,tasks
DLDA,neurips,qwen,7,1987,gradients,year,False,Year
DLDA,neurips,qwen,7,1988,step,case,False,case
DLDA,neurips,qwen,7,1989,learned,year,False,Year
DLDA,neurips,qwen,7,1990,time,year,False,Year
DLDA,neurips,qwen,7,1991,error,year,False,Year
DLDA,neurips,qwen,7,1992,expected,year,False,Year
DLDA,neurips,qwen,7,1993,block,year,False,Year
DLDA,neurips,qwen,7,1994,tasks,year,False,Year
DLDA,neurips,qwen,7,1995,sets,year,False,Year
DLDA,neurips,qwen,7,1996,match,order,False,order
DLDA,neurips,qwen,7,1997,operator,year,False,Year
DLDA,neurips,qwen,7,1998,number,year,False,Year
DLDA,neurips,qwen,7,1999,inner,year,False,Year
DLDA,neurips,qwen,7,2000,step,year,False,Year
DLDA,neurips,qwen,7,2001,methods,year,False,Year
DLDA,neurips,qwen,7,2002,likelihood,line,False,line
DLDA,neurips,qwen,7,2003,mixture,year,False,Year
DLDA,neurips,qwen,7,2004,multi,year,False,Year
DLDA,neurips,qwen,7,2005,eigenvectors,line,False,line
DLDA,neurips,qwen,7,2006,training,training,True,training
DLDA,neurips,qwen,7,2007,algorithm,line,False,Line
DLDA,neurips,qwen,7,2008,frequency,year,False,Year
DLDA,neurips,qwen,7,2009,performance,year,False,Year
DLDA,neurips,qwen,7,2010,point,year,False,Year
DLDA,neurips,qwen,7,2011,based,rate,False,rate
DLDA,neurips,qwen,7,2012,approximation,year,False,Year
DLDA,neurips,qwen,7,2013,network,examples,False,examples
DLDA,neurips,qwen,7,2014,motion,motion,True,motion
DLDA,neurips,qwen,7,2015,goal,examples,False,examples
DLDA,neurips,qwen,7,2016,process,year,False,Year
DLDA,neurips,qwen,7,2017,tree,year,False,Year
DLDA,neurips,qwen,7,2018,network,examples,False,examples
DLDA,neurips,qwen,7,2019,information,examples,False,examples
DLDA,neurips,qwen,8,1987,time,year,False,Year
DLDA,neurips,qwen,8,1988,ascent,time,False,time
DLDA,neurips,qwen,8,1989,estimates,year,False,Year
DLDA,neurips,qwen,8,1990,fixed,year,False,Year
DLDA,neurips,qwen,8,1991,movement,year,False,Year
DLDA,neurips,qwen,8,1992,data,year,False,Year
DLDA,neurips,qwen,8,1993,estimator,year,False,Year
DLDA,neurips,qwen,8,1994,method,year,False,Year
DLDA,neurips,qwen,8,1995,step,year,False,Year
DLDA,neurips,qwen,8,1996,proof,year,False,Year
DLDA,neurips,qwen,8,1997,reinforcement,year,False,Year
DLDA,neurips,qwen,8,1998,sampling,source,False,source
DLDA,neurips,qwen,8,1999,matching,year,False,Year
DLDA,neurips,qwen,8,2000,bits,year,False,Year
DLDA,neurips,qwen,8,2001,corpus,year,False,Year
DLDA,neurips,qwen,8,2002,methods,year,False,Year
DLDA,neurips,qwen,8,2003,network,year,False,Year
DLDA,neurips,qwen,8,2004,method,year,False,Year
DLDA,neurips,qwen,8,2005,value,year,False,Year
DLDA,neurips,qwen,8,2006,user,year,False,Year
DLDA,neurips,qwen,8,2007,examples,frequency,False,frequency
DLDA,neurips,qwen,8,2008,regression,regression,True,Regression
DLDA,neurips,qwen,8,2009,bound,year,False,Year
DLDA,neurips,qwen,8,2010,data,year,False,Year
DLDA,neurips,qwen,8,2011,update,year,False,Year
DLDA,neurips,qwen,8,2012,rank,year,False,Year
DLDA,neurips,qwen,8,2013,action,year,False,Year
DLDA,neurips,qwen,8,2014,mechanism,proc,False,proc
DLDA,neurips,qwen,8,2015,generative,year,False,Year
DLDA,neurips,qwen,8,2016,data,year,False,Year
DLDA,neurips,qwen,8,2017,feature,year,False,Year
DLDA,neurips,qwen,8,2018,data,year,False,Year
DLDA,neurips,qwen,8,2019,data,year,False,Year
DLDA,neurips,qwen,9,1987,function,year,False,Year
DLDA,neurips,qwen,9,1988,neural,year,False,Year
DLDA,neurips,qwen,9,1989,rithm,year,False,Year
DLDA,neurips,qwen,9,1990,model,year,False,Year
DLDA,neurips,qwen,9,1991,activity,year,False,Year
DLDA,neurips,qwen,9,1992,response,year,False,Year
DLDA,neurips,qwen,9,1993,data,year,False,Year
DLDA,neurips,qwen,9,1994,speech,year,False,Year
DLDA,neurips,qwen,9,1995,gaussian,year,False,Year
DLDA,neurips,qwen,9,1996,neurons,year,False,Year
DLDA,neurips,qwen,9,1997,causal,year,False,Year
DLDA,neurips,qwen,9,1998,rate,year,False,Year
DLDA,neurips,qwen,9,1999,probabilities,year,False,Year
DLDA,neurips,qwen,9,2000,kernels,year,False,Year
DLDA,neurips,qwen,9,2001,distribution,year,False,Year
DLDA,neurips,qwen,9,2002,transition,year,False,Year
DLDA,neurips,qwen,9,2003,synaptic,year,False,Year
DLDA,neurips,qwen,9,2004,algorithm,year,False,Year
DLDA,neurips,qwen,9,2005,agent,year,False,Year
DLDA,neurips,qwen,9,2006,semi,year,False,Year
DLDA,neurips,qwen,9,2007,inference,year,False,Year
DLDA,neurips,qwen,9,2008,trees,year,False,Year
DLDA,neurips,qwen,9,2009,weights,year,False,Year
DLDA,neurips,qwen,9,2010,topics,year,False,Year
DLDA,neurips,qwen,9,2011,group,year,False,Year
DLDA,neurips,qwen,9,2012,choice,year,False,Year
DLDA,neurips,qwen,9,2013,word,year,False,Year
DLDA,neurips,qwen,9,2014,generalization,year,False,Year
DLDA,neurips,qwen,9,2015,projection,year,False,Year
DLDA,neurips,qwen,9,2016,dataset,year,False,Year
DLDA,neurips,qwen,9,2017,decision,year,False,Year
DLDA,neurips,qwen,9,2018,vector,oracle,False,oracle
DLDA,neurips,qwen,9,2019,action,year,False,Year
DLDA,neurips,qwen,10,1987,points,year,False,Year
DLDA,neurips,qwen,10,1988,systems,year,False,Year
DLDA,neurips,qwen,10,1989,loss,year,False,Year
DLDA,neurips,qwen,10,1990,learns,year,False,Year
DLDA,neurips,qwen,10,1991,solve,year,False,Year
DLDA,neurips,qwen,10,1992,code,year,False,Year
DLDA,neurips,qwen,10,1993,entropy,year,False,Year
DLDA,neurips,qwen,10,1994,evidence,year,False,Year
DLDA,neurips,qwen,10,1995,gaussian,year,False,Year
DLDA,neurips,qwen,10,1996,delay,year,False,Year
DLDA,neurips,qwen,10,1997,classes,year,False,Year
DLDA,neurips,qwen,10,1998,posterior,year,False,Year
DLDA,neurips,qwen,10,1999,value,year,False,Year
DLDA,neurips,qwen,10,2000,likelihood,year,False,Year
DLDA,neurips,qwen,10,2001,value,year,False,Year
DLDA,neurips,qwen,10,2002,probability,year,False,Year
DLDA,neurips,qwen,10,2003,corpus,year,False,Year
DLDA,neurips,qwen,10,2004,distances,year,False,Year
DLDA,neurips,qwen,10,2005,basis,year,False,Year
DLDA,neurips,qwen,10,2006,target,year,False,Year
DLDA,neurips,qwen,10,2007,regions,year,False,Year
DLDA,neurips,qwen,10,2008,error,year,False,Year
DLDA,neurips,qwen,10,2009,distance,year,False,Year
DLDA,neurips,qwen,10,2010,mixture,year,False,Year
DLDA,neurips,qwen,10,2011,images,year,False,Year
DLDA,neurips,qwen,10,2012,queries,year,False,Year
DLDA,neurips,qwen,10,2013,problem,year,False,Year
DLDA,neurips,qwen,10,2014,posterior,year,False,Year
DLDA,neurips,qwen,10,2015,learning,year,False,Year
DLDA,neurips,qwen,10,2016,margin,year,False,Year
DLDA,neurips,qwen,10,2017,document,year,False,Year
DLDA,neurips,qwen,10,2018,generative,year,False,Year
DLDA,neurips,qwen,10,2019,training,year,False,Year
DLDA,neurips,qwen,11,1987,descent,year,False,Year
DLDA,neurips,qwen,11,1988,detection,performance,False,performance
DLDA,neurips,qwen,11,1989,gaussian,year,False,Year
DLDA,neurips,qwen,11,1990,graph,year,False,Year
DLDA,neurips,qwen,11,1991,relevance,year,False,Year
DLDA,neurips,qwen,11,1992,projection,year,False,Year
DLDA,neurips,qwen,11,1993,figure,year,False,Year
DLDA,neurips,qwen,11,1994,vocabulary,vocabulary,True,vocabulary
DLDA,neurips,qwen,11,1995,ensemble,year,False,Year
DLDA,neurips,qwen,11,1996,vision,vision,True,vision
DLDA,neurips,qwen,11,1997,visual,visual,True,visual
DLDA,neurips,qwen,11,1998,learned,year,False,Year
DLDA,neurips,qwen,11,1999,inputs,year,False,Year
DLDA,neurips,qwen,11,2000,gaussian,time,False,time
DLDA,neurips,qwen,11,2001,blocks,year,False,Year
DLDA,neurips,qwen,11,2002,mixture,year,False,Year
DLDA,neurips,qwen,11,2003,points,year,False,Year
DLDA,neurips,qwen,11,2004,examples,year,False,Year
DLDA,neurips,qwen,11,2005,number,time,False,time
DLDA,neurips,qwen,11,2006,code,year,False,Year
DLDA,neurips,qwen,11,2007,approach,year,False,Year
DLDA,neurips,qwen,11,2008,algorithm,time,False,time
DLDA,neurips,qwen,11,2009,feature,year,False,Year
DLDA,neurips,qwen,11,2010,model,time,False,time
DLDA,neurips,qwen,11,2011,algorithms,time,False,time
DLDA,neurips,qwen,11,2012,mixture,year,False,Year
DLDA,neurips,qwen,11,2013,data,year,False,Year
DLDA,neurips,qwen,11,2014,spectral,year,False,Year
DLDA,neurips,qwen,11,2015,learning,year,False,Year
DLDA,neurips,qwen,11,2016,lasso,year,False,Year
DLDA,neurips,qwen,11,2017,decomposition,year,False,Year
DLDA,neurips,qwen,11,2018,temporal,temporal,True,Temporal
DLDA,neurips,qwen,11,2019,norm,year,False,Year
DLDA,neurips,qwen,12,1987,convergence,year,False,Year
DLDA,neurips,qwen,12,1988,actions,year,False,Year
DLDA,neurips,qwen,12,1989,accuracy,year,False,Year
DLDA,neurips,qwen,12,1990,time,year,False,Year
DLDA,neurips,qwen,12,1991,time,year,False,Year
DLDA,neurips,qwen,12,1992,weight,year,False,Year
DLDA,neurips,qwen,12,1993,fisher,fisher,True,fisher
DLDA,neurips,qwen,12,1994,neural,year,False,Year
DLDA,neurips,qwen,12,1995,predictions,year,False,Year
DLDA,neurips,qwen,12,1996,cross,year,False,Year
DLDA,neurips,qwen,12,1997,similarity,year,False,Year
DLDA,neurips,qwen,12,1998,transformation,year,False,Year
DLDA,neurips,qwen,12,1999,estimates,year,False,Year
DLDA,neurips,qwen,12,2000,training,training,True,Training
DLDA,neurips,qwen,12,2001,probability,year,False,Year
DLDA,neurips,qwen,12,2002,inner,year,False,Year
DLDA,neurips,qwen,12,2003,basis,year,False,Year
DLDA,neurips,qwen,12,2004,problem,year,False,Year
DLDA,neurips,qwen,12,2005,minimum,year,False,Year
DLDA,neurips,qwen,12,2006,graph,year,False,Year
DLDA,neurips,qwen,12,2007,examples,code,False,code
DLDA,neurips,qwen,12,2008,likelihood,year,False,Year
DLDA,neurips,qwen,12,2009,algorithm,year,False,Year
DLDA,neurips,qwen,12,2010,following,year,False,Year
DLDA,neurips,qwen,12,2011,test,test,True,test
DLDA,neurips,qwen,12,2012,trajectories,year,False,Year
DLDA,neurips,qwen,12,2013,state,year,False,Year
DLDA,neurips,qwen,12,2014,features,year,False,Year
DLDA,neurips,qwen,12,2015,functions,year,False,Year
DLDA,neurips,qwen,12,2016,dimension,year,False,Year
DLDA,neurips,qwen,12,2017,large,year,False,Year
DLDA,neurips,qwen,12,2018,sparse,year,False,Year
DLDA,neurips,qwen,12,2019,reward,inverse,False,Inverse
DLDA,neurips,qwen,13,1987,functions,year,False,Year
DLDA,neurips,qwen,13,1988,methods,year,False,Year
DLDA,neurips,qwen,13,1989,sets,year,False,Year
DLDA,neurips,qwen,13,1990,problem,problem,True,problem
DLDA,neurips,qwen,13,1991,coding,year,False,Year
DLDA,neurips,qwen,13,1992,policy,year,False,Year
DLDA,neurips,qwen,13,1993,language,year,False,Year
DLDA,neurips,qwen,13,1994,minimum,level,False,level
DLDA,neurips,qwen,13,1995,codes,year,False,Year
DLDA,neurips,qwen,13,1996,training,training,True,Training
DLDA,neurips,qwen,13,1997,parameters,year,False,Year
DLDA,neurips,qwen,13,1998,causal,year,False,Year
DLDA,neurips,qwen,13,1999,model,year,False,Year
DLDA,neurips,qwen,13,2000,networks,year,False,Year
DLDA,neurips,qwen,13,2001,solution,year,False,Year
DLDA,neurips,qwen,13,2002,optimal,year,False,Year
DLDA,neurips,qwen,13,2003,gaussian,year,False,Year
DLDA,neurips,qwen,13,2004,method,method,True,method
DLDA,neurips,qwen,13,2005,tasks,year,False,Year
DLDA,neurips,qwen,13,2006,representation,level,False,level
DLDA,neurips,qwen,13,2007,input,input,True,input
DLDA,neurips,qwen,13,2008,ranking,year,False,Year
DLDA,neurips,qwen,13,2009,approximation,year,False,Year
DLDA,neurips,qwen,13,2010,pixel,pixel,True,pixel
DLDA,neurips,qwen,13,2011,standard,year,False,Year
DLDA,neurips,qwen,13,2012,projection,year,False,Year
DLDA,neurips,qwen,13,2013,neural,year,False,Year
DLDA,neurips,qwen,13,2014,hessian,year,False,Year
DLDA,neurips,qwen,13,2015,making,year,False,Year
DLDA,neurips,qwen,13,2016,sample,year,False,Year
DLDA,neurips,qwen,13,2017,convolutional,year,False,Year
DLDA,neurips,qwen,13,2018,distribution,year,False,Year
DLDA,neurips,qwen,13,2019,distance,year,False,Year
DLDA,neurips,qwen,14,1987,class,year,False,Year
DLDA,neurips,qwen,14,1988,role,year,False,Year
DLDA,neurips,qwen,14,1989,user,year,False,Year
DLDA,neurips,qwen,14,1990,point,year,False,Year
DLDA,neurips,qwen,14,1991,nodes,nodes,True,nodes
DLDA,neurips,qwen,14,1992,model,year,False,Year
DLDA,neurips,qwen,14,1993,stochastic,year,False,Year
DLDA,neurips,qwen,14,1994,trained,year,False,Year
DLDA,neurips,qwen,14,1995,learning,year,False,Year
DLDA,neurips,qwen,14,1996,inputs,year,False,Year
DLDA,neurips,qwen,14,1997,filter,year,False,Year
DLDA,neurips,qwen,14,1998,maximum,year,False,Year
DLDA,neurips,qwen,14,1999,tree,year,False,Year
DLDA,neurips,qwen,14,2000,optimization,year,False,Year
DLDA,neurips,qwen,14,2001,feature,feature,True,feature
DLDA,neurips,qwen,14,2002,result,year,False,Year
DLDA,neurips,qwen,14,2003,pixel,year,False,Year
DLDA,neurips,qwen,14,2004,approximation,year,False,Year
DLDA,neurips,qwen,14,2005,rate,year,False,Year
DLDA,neurips,qwen,14,2006,model,year,False,Year
DLDA,neurips,qwen,14,2007,agents,year,False,Year
DLDA,neurips,qwen,14,2008,model,model,True,model
DLDA,neurips,qwen,14,2009,parameters,year,False,Year
DLDA,neurips,qwen,14,2010,distribution,year,False,Year
DLDA,neurips,qwen,14,2011,neurons,year,False,Year
DLDA,neurips,qwen,14,2012,learning,year,False,Year
DLDA,neurips,qwen,14,2013,convex,year,False,Year
DLDA,neurips,qwen,14,2014,case,year,False,Year
DLDA,neurips,qwen,14,2015,bound,year,False,Year
DLDA,neurips,qwen,14,2016,word,year,False,Year
DLDA,neurips,qwen,14,2017,human,year,False,Year
DLDA,neurips,qwen,14,2018,product,product,True,product
