nohup: ignoring input

=================================================================
  LLM-DTM Evaluation Pipeline
  data_root : /home/sox45ben/Downloads/LLM Evaluation for DTM/prolific
    [Coh] topic=00 year=2015 ... coh=3 smooth=2
    [Coh] topic=00 year=2016 ... coh=3 smooth=3
    [Coh] topic=00 year=2017 ... coh=3 smooth=3
    [Coh] topic=00 year=2018 ... coh=3 smooth=3
    [Coh] topic=01 year=1988 ... coh=3 smooth=2
    [Coh] topic=01 year=1989 ... coh=2 smooth=2
    [Coh] topic=01 year=1990 ... coh=3 smooth=3
    [Coh] topic=01 year=1991 ... coh=3 smooth=2
    [Coh] topic=01 year=1992 ... coh=3 smooth=3
    [Coh] topic=01 year=1993 ... coh=3 smooth=3
    [Coh] topic=01 year=1994 ... coh=3 smooth=3
    [Coh] topic=01 year=1995 ... coh=3 smooth=3
    [Coh] topic=01 year=1996 ... coh=3 smooth=3
    [Coh] topic=01 year=1997 ... coh=3 smooth=3
    [Coh] topic=01 year=1998 ... coh=3 smooth=2
    [Coh] topic=01 year=1999 ... coh=3 smooth=3
    [Coh] topic=01 year=2000 ... coh=3 smooth=3
    [Coh] topic=01 year=2001 ... coh=3 smooth=3
    [Coh] topic=01 year=2002 ... coh=3 smooth=3
    [Coh] topic=01 year=2003 ... coh=3 smooth=3
    [Coh] topic=01 year=2004 ... coh=3 smooth=3
    [Coh] topic=01 year=2005 ... coh=3 smooth=3
    [Coh] topic=01 year=2006 ... coh=3 smooth=2
    [Coh] topic=01 year=2007 ... coh=3 smooth=3
    [Coh] topic=01 year=2008 ... coh=3 smooth=3
    [Coh] topic=01 year=2009 ... coh=3 smooth=3
    [Coh] topic=01 year=2010 ... coh=3 smooth=3
    [Coh] topic=01 year=2011 ... coh=3 smooth=3
    [Coh] topic=01 year=2012 ... coh=3 smooth=2
    [Coh] topic=01 year=2013 ... coh=3 smooth=3
    [Coh] topic=01 year=2014 ... coh=3 smooth=3
    [Coh] topic=01 year=2015 ... coh=3 smooth=3
    [Coh] topic=01 year=2016 ... coh=3 smooth=2
    [Coh] topic=01 year=2017 ... coh=3 smooth=3
    [Coh] topic=01 year=2018 ... coh=2 smooth=2
    [Coh] topic=02 year=1988 ... coh=3 smooth=3
    [Coh] topic=02 year=1989 ... coh=3 smooth=3
    [Coh] topic=02 year=1990 ... coh=2 smooth=2
    [Coh] topic=02 year=1991 ... coh=3 smooth=3
    [Coh] topic=02 year=1992 ... coh=3 smooth=3
    [Coh] topic=02 year=1993 ... coh=3 smooth=3
    [Coh] topic=02 year=1994 ... coh=3 smooth=3
    [Coh] topic=02 year=1995 ... coh=3 smooth=3
    [Coh] topic=02 year=1996 ... coh=2 smooth=2
    [Coh] topic=02 year=1997 ... coh=3 smooth=3
    [Coh] topic=02 year=1998 ... coh=3 smooth=2
    [Coh] topic=02 year=1999 ... coh=3 smooth=2
    [Coh] topic=02 year=2000 ... coh=3 smooth=3
    [Coh] topic=02 year=2001 ... coh=3 smooth=2
    [Coh] topic=02 year=2002 ... coh=3 smooth=3
    [Coh] topic=02 year=2003 ... coh=3 smooth=3
    [Coh] topic=02 year=2004 ... coh=2 smooth=2
    [Coh] topic=02 year=2005 ... coh=3 smooth=3
    [Coh] topic=02 year=2006 ... coh=2 smooth=2
    [Coh] topic=02 year=2007 ... coh=3 smooth=3
    [Coh] topic=02 year=2008 ... coh=3 smooth=3
    [Coh] topic=02 year=2009 ... coh=3 smooth=3
    [Coh] topic=02 year=2010 ... coh=3 smooth=3
    [Coh] topic=02 year=2011 ... FAIL: Okay, so I need to evaluate the temporal coherence and smoot
    [Coh] topic=02 year=2012 ... coh=3 smooth=2
    [Coh] topic=02 year=2013 ... coh=3 smooth=3
    [Coh] topic=02 year=2014 ... coh=3 smooth=3
    [Coh] topic=02 year=2015 ... coh=3 smooth=2
    [Coh] topic=02 year=2016 ... coh=3 smooth=3
    [Coh] topic=02 year=2017 ... coh=3 smooth=3
    [Coh] topic=02 year=2018 ... coh=3 smooth=3
    [Coh] topic=03 year=1988 ... coh=3 smooth=2
    [Coh] topic=03 year=1989 ... coh=3 smooth=3
    [Coh] topic=03 year=1990 ... coh=3 smooth=3
    [Coh] topic=03 year=1991 ... coh=2 smooth=3
    [Coh] topic=03 year=1992 ... coh=3 smooth=2
    [Coh] topic=03 year=1993 ... coh=3 smooth=3
    [Coh] topic=03 year=1994 ... coh=3 smooth=3
    [Coh] topic=03 year=1995 ... coh=3 smooth=3
    [Coh] topic=03 year=1996 ... coh=3 smooth=3
    [Coh] topic=03 year=1997 ... coh=3 smooth=3
    [Coh] topic=03 year=1998 ... coh=3 smooth=3
    [Coh] topic=03 year=1999 ... coh=2 smooth=2
    [Coh] topic=03 year=2000 ... coh=3 smooth=3
    [Coh] topic=03 year=2001 ... coh=3 smooth=2
    [Coh] topic=03 year=2002 ... coh=3 smooth=3
    [Coh] topic=03 year=2003 ... coh=3 smooth=3
    [Coh] topic=03 year=2004 ... coh=3 smooth=3
    [Coh] topic=03 year=2005 ... coh=3 smooth=3
    [Coh] topic=03 year=2006 ... coh=3 smooth=2
    [Coh] topic=03 year=2007 ... coh=3 smooth=3
    [Coh] topic=03 year=2008 ... coh=3 smooth=3
    [Coh] topic=03 year=2009 ... coh=3 smooth=3
    [Coh] topic=03 year=2010 ... coh=2 smooth=2
    [Coh] topic=03 year=2011 ... coh=3 smooth=3
    [Coh] topic=03 year=2012 ... coh=2 smooth=2
    [Coh] topic=03 year=2013 ... coh=3 smooth=3
    [Coh] topic=03 year=2014 ... coh=3 smooth=3
    [Coh] topic=03 year=2015 ... coh=3 smooth=3
    [Coh] topic=03 year=2016 ... coh=3 smooth=3
    [Coh] topic=03 year=2017 ... coh=3 smooth=3
    [Coh] topic=03 year=2018 ... coh=3 smooth=2
    [Coh] topic=04 year=1988 ... coh=3 smooth=3
    [Coh] topic=04 year=1989 ... coh=3 smooth=3
    [Coh] topic=04 year=1990 ... coh=3 smooth=3
    [Coh] topic=04 year=1991 ... coh=3 smooth=3
    [Coh] topic=04 year=1992 ... coh=3 smooth=3
    [Coh] topic=04 year=1993 ... coh=3 smooth=3
    [Coh] topic=04 year=1994 ... coh=3 smooth=3
    [Coh] topic=04 year=1995 ... coh=3 smooth=3
    [Coh] topic=04 year=1996 ... coh=3 smooth=3
    [Coh] topic=04 year=1997 ... coh=3 smooth=3
    [Coh] topic=04 year=1998 ... coh=3 smooth=3
    [Coh] topic=04 year=1999 ... coh=3 smooth=3
    [Coh] topic=04 year=2000 ... coh=3 smooth=3
    [Coh] topic=04 year=2001 ... coh=3 smooth=3
    [Coh] topic=04 year=2002 ... coh=3 smooth=2
    [Coh] topic=04 year=2003 ... coh=3 smooth=3
    [Coh] topic=04 year=2004 ... coh=3 smooth=3
    [Coh] topic=04 year=2005 ... coh=3 smooth=2
    [Coh] topic=04 year=2006 ... coh=3 smooth=3
    [Coh] topic=04 year=2007 ... coh=3 smooth=2
    [Coh] topic=04 year=2008 ... coh=3 smooth=2
    [Coh] topic=04 year=2009 ... coh=3 smooth=3
    [Coh] topic=04 year=2010 ... coh=3 smooth=3
    [Coh] topic=04 year=2011 ... coh=3 smooth=3
    [Coh] topic=04 year=2012 ... FAIL: Okay, so I need to evaluate the temporal coherence and smoot
    [Coh] topic=04 year=2013 ... coh=2 smooth=2
    [Coh] topic=04 year=2014 ... coh=3 smooth=3
    [Coh] topic=04 year=2015 ... coh=3 smooth=3
    [Coh] topic=04 year=2016 ... coh=3 smooth=3
    [Coh] topic=04 year=2017 ... FAIL: Okay, so I need to evaluate the temporal coherence and smoot
    [Coh] topic=04 year=2018 ... coh=3 smooth=3
    [Coh] topic=05 year=1988 ... coh=3 smooth=2
    [Coh] topic=05 year=1989 ... coh=3 smooth=2
    [Coh] topic=05 year=1990 ... coh=3 smooth=3
    [Coh] topic=05 year=1991 ... coh=3 smooth=3
    [Coh] topic=05 year=1992 ... coh=3 smooth=3
    [Coh] topic=05 year=1993 ... coh=3 smooth=3
    [Coh] topic=05 year=1994 ... coh=3 smooth=3
    [Coh] topic=05 year=1995 ... coh=3 smooth=3
    [Coh] topic=05 year=1996 ... coh=3 smooth=3
    [Coh] topic=05 year=1997 ... coh=3 smooth=3
    [Coh] topic=05 year=1998 ... coh=3 smooth=3
    [Coh] topic=05 year=1999 ... coh=3 smooth=3
    [Coh] topic=05 year=2000 ... coh=3 smooth=3
    [Coh] topic=05 year=2001 ... coh=3 smooth=3
    [Coh] topic=05 year=2002 ... coh=3 smooth=3
    [Coh] topic=05 year=2003 ... coh=3 smooth=2
    [Coh] topic=05 year=2004 ... coh=3 smooth=3
    [Coh] topic=05 year=2005 ... coh=2 smooth=2
    [Coh] topic=05 year=2006 ... coh=3 smooth=3
    [Coh] topic=05 year=2007 ... coh=3 smooth=2
    [Coh] topic=05 year=2008 ... coh=3 smooth=3
    [Coh] topic=05 year=2009 ... coh=3 smooth=3
    [Coh] topic=05 year=2010 ... coh=3 smooth=3
    [Coh] topic=05 year=2011 ... coh=3 smooth=3
    [Coh] topic=05 year=2012 ... coh=3 smooth=3
    [Coh] topic=05 year=2013 ... coh=3 smooth=3
    [Coh] topic=05 year=2014 ... coh=3 smooth=3
    [Coh] topic=05 year=2015 ... coh=3 smooth=3
    [Coh] topic=05 year=2016 ... coh=3 smooth=2
    [Coh] topic=05 year=2017 ... coh=3 smooth=3
    [Coh] topic=05 year=2018 ... coh=3 smooth=3
    [Coh] topic=06 year=1988 ... coh=3 smooth=3
    [Coh] topic=06 year=1989 ... coh=3 smooth=3
    [Coh] topic=06 year=1990 ... coh=3 smooth=3
    [Coh] topic=06 year=1991 ... coh=3 smooth=3
    [Coh] topic=06 year=1992 ... coh=3 smooth=3
    [Coh] topic=06 year=1993 ... coh=3 smooth=3
    [Coh] topic=06 year=1994 ... coh=3 smooth=2
    [Coh] topic=06 year=1995 ... coh=2 smooth=3
    [Coh] topic=06 year=1996 ... coh=3 smooth=3
    [Coh] topic=06 year=1997 ... coh=3 smooth=3
    [Coh] topic=06 year=1998 ... coh=3 smooth=2
    [Coh] topic=06 year=1999 ... coh=3 smooth=3
    [Coh] topic=06 year=2000 ... coh=3 smooth=3
    [Coh] topic=06 year=2001 ... coh=2 smooth=2
    [Coh] topic=06 year=2002 ... coh=3 smooth=3
    [Coh] topic=06 year=2003 ... coh=3 smooth=3
    [Coh] topic=06 year=2004 ... coh=2 smooth=2
    [Coh] topic=06 year=2005 ... coh=3 smooth=3
    [Coh] topic=06 year=2006 ... FAIL: Okay, so I need to evaluate the temporal coherence and smoot
    [Coh] topic=06 year=2007 ... coh=3 smooth=3
    [Coh] topic=06 year=2008 ... coh=3 smooth=3
    [Coh] topic=06 year=2009 ... FAIL: Okay, so I need to evaluate the temporal coherence and smoot
    [Coh] topic=06 year=2010 ... coh=3 smooth=2
    [Coh] topic=06 year=2011 ... coh=3 smooth=3
    [Coh] topic=06 year=2012 ... coh=2 smooth=2
    [Coh] topic=06 year=2013 ... coh=3 smooth=2
    [Coh] topic=06 year=2014 ... coh=3 smooth=3
    [Coh] topic=06 year=2015 ... coh=3 smooth=3
    [Coh] topic=06 year=2016 ... coh=3 smooth=3
    [Coh] topic=06 year=2017 ... coh=3 smooth=2
    [Coh] topic=06 year=2018 ... coh=3 smooth=3
    [Coh] topic=07 year=1988 ... coh=3 smooth=3
    [Coh] topic=07 year=1989 ... coh=3 smooth=2
    [Coh] topic=07 year=1990 ... coh=2 smooth=2
    [Coh] topic=07 year=1991 ... coh=3 smooth=3
    [Coh] topic=07 year=1992 ... coh=2 smooth=2
    [Coh] topic=07 year=1993 ... coh=2 smooth=2
    [Coh] topic=07 year=1994 ... coh=3 smooth=3
    [Coh] topic=07 year=1995 ... coh=2 smooth=2
    [Coh] topic=07 year=1996 ... coh=3 smooth=2
    [Coh] topic=07 year=1997 ... coh=2 smooth=2
    [Coh] topic=07 year=1998 ... coh=3 smooth=2
    [Coh] topic=07 year=1999 ... coh=3 smooth=2
    [Coh] topic=07 year=2000 ... coh=2 smooth=2
    [Coh] topic=07 year=2001 ... coh=3 smooth=3
    [Coh] topic=07 year=2002 ... coh=2 smooth=2
    [Coh] topic=07 year=2003 ... coh=2 smooth=2
    [Coh] topic=07 year=2004 ... coh=3 smooth=3
    [Coh] topic=07 year=2005 ... coh=3 smooth=2
    [Coh] topic=07 year=2006 ... coh=3 smooth=3
    [Coh] topic=07 year=2007 ... coh=2 smooth=2
    [Coh] topic=07 year=2008 ... coh=3 smooth=3
    [Coh] topic=07 year=2009 ... coh=3 smooth=3
    [Coh] topic=07 year=2010 ... coh=3 smooth=3
    [Coh] topic=07 year=2011 ... coh=3 smooth=3
    [Coh] topic=07 year=2012 ... coh=3 smooth=3
    [Coh] topic=07 year=2013 ... coh=3 smooth=3
    [Coh] topic=07 year=2014 ... coh=3 smooth=3
    [Coh] topic=07 year=2015 ... coh=3 smooth=3
    [Coh] topic=07 year=2016 ... coh=3 smooth=2
    [Coh] topic=07 year=2017 ... coh=3 smooth=3
    [Coh] topic=07 year=2018 ... coh=3 smooth=3
    [Coh] topic=08 year=1988 ... coh=3 smooth=3
    [Coh] topic=08 year=1989 ... coh=3 smooth=3
    [Coh] topic=08 year=1990 ... coh=2 smooth=2
    [Coh] topic=08 year=1991 ... coh=3 smooth=3
    [Coh] topic=08 year=1992 ... coh=2 smooth=2
    [Coh] topic=08 year=1993 ... coh=3 smooth=1
    [Coh] topic=08 year=1994 ... coh=3 smooth=2
    [Coh] topic=08 year=1995 ... coh=3 smooth=3
    [Coh] topic=08 year=1996 ... coh=3 smooth=3
    [Coh] topic=08 year=1997 ... coh=2 smooth=3
    [Coh] topic=08 year=1998 ... coh=3 smooth=3
    [Coh] topic=08 year=1999 ... coh=3 smooth=2
    [Coh] topic=08 year=2000 ... coh=2 smooth=2
    [Coh] topic=08 year=2001 ... coh=3 smooth=3
    [Coh] topic=08 year=2002 ... coh=3 smooth=3
    [Coh] topic=08 year=2003 ... coh=3 smooth=3
    [Coh] topic=08 year=2004 ... coh=3 smooth=3
    [Coh] topic=08 year=2005 ... coh=3 smooth=2
    [Coh] topic=08 year=2006 ... coh=3 smooth=2
    [Coh] topic=08 year=2007 ... coh=3 smooth=3
    [Coh] topic=08 year=2008 ... coh=2 smooth=2
    [Coh] topic=08 year=2009 ... coh=3 smooth=3
    [Coh] topic=08 year=2010 ... coh=3 smooth=2
    [Coh] topic=08 year=2011 ... coh=3 smooth=3
    [Coh] topic=08 year=2012 ... coh=3 smooth=3
    [Coh] topic=08 year=2013 ... coh=3 smooth=3
    [Coh] topic=08 year=2014 ... coh=3 smooth=3
    [Coh] topic=08 year=2015 ... coh=3 smooth=3
    [Coh] topic=08 year=2016 ... coh=3 smooth=3
    [Coh] topic=08 year=2017 ... coh=3 smooth=3
    [Coh] topic=08 year=2018 ... FAIL: Okay, so I need to evaluate the temporal coherence and smoot
    [Coh] topic=09 year=1988 ... coh=3 smooth=3
    [Coh] topic=09 year=1989 ... coh=3 smooth=3
    [Coh] topic=09 year=1990 ... coh=2 smooth=2
    [Coh] topic=09 year=1991 ... coh=3 smooth=3
    [Coh] topic=09 year=1992 ... coh=3 smooth=3
    [Coh] topic=09 year=1993 ... coh=3 smooth=3
    [Coh] topic=09 year=1994 ... coh=3 smooth=3
    [Coh] topic=09 year=1995 ... coh=3 smooth=3
    [Coh] topic=09 year=1996 ... coh=3 smooth=3
    [Coh] topic=09 year=1997 ... coh=3 smooth=3
    [Coh] topic=09 year=1998 ... coh=3 smooth=3
    [Coh] topic=09 year=1999 ... coh=3 smooth=3
    [Coh] topic=09 year=2000 ... coh=3 smooth=3
    [Coh] topic=09 year=2001 ... coh=2 smooth=2
    [Coh] topic=09 year=2002 ... coh=3 smooth=3
    [Coh] topic=09 year=2003 ... coh=3 smooth=3
    [Coh] topic=09 year=2004 ... coh=3 smooth=2
    [Coh] topic=09 year=2005 ... coh=3 smooth=3
    [Coh] topic=09 year=2006 ... coh=3 smooth=3
    [Coh] topic=09 year=2007 ... coh=3 smooth=3
    [Coh] topic=09 year=2008 ... coh=3 smooth=3
    [Coh] topic=09 year=2009 ... coh=3 smooth=3
    [Coh] topic=09 year=2010 ... coh=3 smooth=3
    [Coh] topic=09 year=2011 ... coh=3 smooth=3
    [Coh] topic=09 year=2012 ... coh=2 smooth=2
    [Coh] topic=09 year=2013 ... coh=2 smooth=2
    [Coh] topic=09 year=2014 ... coh=3 smooth=3
    [Coh] topic=09 year=2015 ... coh=3 smooth=3
    [Coh] topic=09 year=2016 ... coh=3 smooth=3
    [Coh] topic=09 year=2017 ... coh=3 smooth=2
    [Coh] topic=09 year=2018 ... coh=3 smooth=3
    [Coh] topic=10 year=1988 ... coh=2 smooth=3
    [Coh] topic=10 year=1989 ... coh=3 smooth=3
    [Coh] topic=10 year=1990 ... coh=3 smooth=3
    [Coh] topic=10 year=1991 ... coh=3 smooth=3
    [Coh] topic=10 year=1992 ... coh=3 smooth=3
    [Coh] topic=10 year=1993 ... coh=3 smooth=3
    [Coh] topic=10 year=1994 ... coh=3 smooth=3
    [Coh] topic=10 year=1995 ... coh=3 smooth=3
    [Coh] topic=10 year=1996 ... coh=2 smooth=2
    [Coh] topic=10 year=1997 ... coh=3 smooth=3
    [Coh] topic=10 year=1998 ... coh=3 smooth=3
    [Coh] topic=10 year=1999 ... coh=2 smooth=2
    [Coh] topic=10 year=2000 ... coh=3 smooth=3
    [Coh] topic=10 year=2001 ... coh=3 smooth=3
    [Coh] topic=10 year=2002 ... coh=3 smooth=3
    [Coh] topic=10 year=2003 ... coh=3 smooth=3
    [Coh] topic=10 year=2004 ... coh=3 smooth=3
    [Coh] topic=10 year=2005 ... coh=3 smooth=3
    [Coh] topic=10 year=2006 ... coh=3 smooth=3
    [Coh] topic=10 year=2007 ... coh=3 smooth=3
    [Coh] topic=10 year=2008 ... coh=3 smooth=3
    [Coh] topic=10 year=2009 ... coh=3 smooth=3
    [Coh] topic=10 year=2010 ... coh=3 smooth=3
    [Coh] topic=10 year=2011 ... coh=3 smooth=3
    [Coh] topic=10 year=2012 ... coh=2 smooth=2
    [Coh] topic=10 year=2013 ... coh=3 smooth=3
    [Coh] topic=10 year=2014 ... coh=3 smooth=3
    [Coh] topic=10 year=2015 ... coh=3 smooth=3
    [Coh] topic=10 year=2016 ... coh=3 smooth=3
    [Coh] topic=10 year=2017 ... coh=2 smooth=2
    [Coh] topic=10 year=2018 ... coh=3 smooth=2
    [Coh] topic=11 year=1988 ... coh=2 smooth=2
    [Coh] topic=11 year=1989 ... coh=3 smooth=3
    [Coh] topic=11 year=1990 ... coh=2 smooth=2
    [Coh] topic=11 year=1991 ... coh=2 smooth=2
    [Coh] topic=11 year=1992 ... coh=3 smooth=3
    [Coh] topic=11 year=1993 ... coh=3 smooth=3
    [Coh] topic=11 year=1994 ... coh=3 smooth=3
    [Coh] topic=11 year=1995 ... coh=3 smooth=2
    [Coh] topic=11 year=1996 ... coh=2 smooth=3
    [Coh] topic=11 year=1997 ... coh=2 smooth=2
    [Coh] topic=11 year=1998 ... coh=2 smooth=2
    [Coh] topic=11 year=1999 ... coh=2 smooth=2
    [Coh] topic=11 year=2000 ... coh=3 smooth=3
    [Coh] topic=11 year=2001 ... coh=3 smooth=3
    [Coh] topic=11 year=2002 ... coh=3 smooth=3
    [Coh] topic=11 year=2003 ... coh=3 smooth=3
    [Coh] topic=11 year=2004 ... coh=3 smooth=3
    [Coh] topic=11 year=2005 ... coh=3 smooth=2
    [Coh] topic=11 year=2006 ... coh=2 smooth=3
    [Coh] topic=11 year=2007 ... coh=3 smooth=3
    [Coh] topic=11 year=2008 ... coh=3 smooth=2
    [Coh] topic=11 year=2009 ... coh=2 smooth=2
    [Coh] topic=11 year=2010 ... coh=3 smooth=3
    [Coh] topic=11 year=2011 ... coh=2 smooth=2
    [Coh] topic=11 year=2012 ... coh=3 smooth=2
    [Coh] topic=11 year=2013 ... coh=3 smooth=3
    [Coh] topic=11 year=2014 ... coh=3 smooth=2
    [Coh] topic=11 year=2015 ... coh=3 smooth=3
    [Coh] topic=11 year=2016 ... coh=3 smooth=3
    [Coh] topic=11 year=2017 ... coh=3 smooth=3
    [Coh] topic=11 year=2018 ... coh=3 smooth=3
    [Coh] topic=12 year=1988 ... coh=3 smooth=3
    [Coh] topic=12 year=1989 ... coh=3 smooth=2
    [Coh] topic=12 year=1990 ... coh=3 smooth=2
    [Coh] topic=12 year=1991 ... coh=3 smooth=3
    [Coh] topic=12 year=1992 ... coh=3 smooth=3
    [Coh] topic=12 year=1993 ... coh=3 smooth=3
    [Coh] topic=12 year=1994 ... coh=3 smooth=2
    [Coh] topic=12 year=1995 ... coh=3 smooth=3
    [Coh] topic=12 year=1996 ... coh=3 smooth=3
    [Coh] topic=12 year=1997 ... coh=3 smooth=2
    [Coh] topic=12 year=1998 ... coh=3 smooth=2
    [Coh] topic=12 year=1999 ... coh=3 smooth=3
    [Coh] topic=12 year=2000 ... coh=3 smooth=3
    [Coh] topic=12 year=2001 ... coh=3 smooth=2
    [Coh] topic=12 year=2002 ... coh=3 smooth=3
    [Coh] topic=12 year=2003 ... coh=3 smooth=3
    [Coh] topic=12 year=2004 ... coh=2 smooth=2
    [Coh] topic=12 year=2005 ... coh=3 smooth=3
    [Coh] topic=12 year=2006 ... coh=3 smooth=3
    [Coh] topic=12 year=2007 ... coh=3 smooth=2
    [Coh] topic=12 year=2008 ... coh=2 smooth=2
    [Coh] topic=12 year=2009 ... coh=3 smooth=3
    [Coh] topic=12 year=2010 ... coh=3 smooth=3
    [Coh] topic=12 year=2011 ... coh=3 smooth=3
    [Coh] topic=12 year=2012 ... coh=3 smooth=3
    [Coh] topic=12 year=2013 ... coh=3 smooth=3
    [Coh] topic=12 year=2014 ... coh=3 smooth=3
    [Coh] topic=12 year=2015 ... coh=3 smooth=3
    [Coh] topic=12 year=2016 ... coh=3 smooth=3
    [Coh] topic=12 year=2017 ... coh=3 smooth=3
    [Coh] topic=12 year=2018 ... coh=3 smooth=3
    [Coh] topic=13 year=1988 ... coh=3 smooth=3
    [Coh] topic=13 year=1989 ... coh=3 smooth=3
    [Coh] topic=13 year=1990 ... coh=3 smooth=3
    [Coh] topic=13 year=1991 ... coh=2 smooth=2
    [Coh] topic=13 year=1992 ... coh=3 smooth=3
    [Coh] topic=13 year=1993 ... coh=3 smooth=3
    [Coh] topic=13 year=1994 ... coh=3 smooth=3
    [Coh] topic=13 year=1995 ... coh=3 smooth=3
    [Coh] topic=13 year=1996 ... coh=2 smooth=3
    [Coh] topic=13 year=1997 ... coh=3 smooth=3
    [Coh] topic=13 year=1998 ... coh=3 smooth=3
    [Coh] topic=13 year=1999 ... coh=3 smooth=3
    [Coh] topic=13 year=2000 ... coh=3 smooth=3
    [Coh] topic=13 year=2001 ... coh=3 smooth=3
    [Coh] topic=13 year=2002 ... coh=3 smooth=3
    [Coh] topic=13 year=2003 ... coh=3 smooth=3
    [Coh] topic=13 year=2004 ... coh=3 smooth=2
    [Coh] topic=13 year=2005 ... coh=3 smooth=3
    [Coh] topic=13 year=2006 ... coh=3 smooth=3
    [Coh] topic=13 year=2007 ... coh=3 smooth=2
    [Coh] topic=13 year=2008 ... coh=3 smooth=3
    [Coh] topic=13 year=2009 ... coh=3 smooth=3
    [Coh] topic=13 year=2010 ... coh=3 smooth=3
    [Coh] topic=13 year=2011 ... coh=3 smooth=3
    [Coh] topic=13 year=2012 ... coh=3 smooth=2
    [Coh] topic=13 year=2013 ... coh=3 smooth=3
    [Coh] topic=13 year=2014 ... coh=3 smooth=2
    [Coh] topic=13 year=2015 ... coh=3 smooth=3
    [Coh] topic=13 year=2016 ... coh=2 smooth=2
    [Coh] topic=13 year=2017 ... coh=3 smooth=3
    [Coh] topic=13 year=2018 ... coh=3 smooth=3
    [Coh] topic=14 year=1988 ... coh=3 smooth=2
    [Coh] topic=14 year=1989 ... coh=3 smooth=3
    [Coh] topic=14 year=1990 ... coh=3 smooth=3
    [Coh] topic=14 year=1991 ... coh=3 smooth=3
    [Coh] topic=14 year=1992 ... coh=3 smooth=3
    [Coh] topic=14 year=1993 ... coh=2 smooth=2
    [Coh] topic=14 year=1994 ... coh=3 smooth=3
    [Coh] topic=14 year=1995 ... coh=3 smooth=3
    [Coh] topic=14 year=1996 ... coh=3 smooth=3
    [Coh] topic=14 year=1997 ... coh=3 smooth=3
    [Coh] topic=14 year=1998 ... coh=3 smooth=3
    [Coh] topic=14 year=1999 ... coh=3 smooth=3
    [Coh] topic=14 year=2000 ... coh=3 smooth=2
    [Coh] topic=14 year=2001 ... coh=3 smooth=3
    [Coh] topic=14 year=2002 ... coh=3 smooth=3
    [Coh] topic=14 year=2003 ... coh=3 smooth=3
    [Coh] topic=14 year=2004 ... coh=2 smooth=2
    [Coh] topic=14 year=2005 ... coh=3 smooth=3
    [Coh] topic=14 year=2006 ... coh=3 smooth=3
    [Coh] topic=14 year=2007 ... coh=3 smooth=3
    [Coh] topic=14 year=2008 ... coh=3 smooth=2
    [Coh] topic=14 year=2009 ... coh=3 smooth=3
    [Coh] topic=14 year=2010 ... coh=3 smooth=3
    [Coh] topic=14 year=2011 ... coh=3 smooth=3
    [Coh] topic=14 year=2012 ... coh=3 smooth=3
    [Coh] topic=14 year=2013 ... coh=2 smooth=3
    [Coh] topic=14 year=2014 ... coh=3 smooth=3
    [Coh] topic=14 year=2015 ... FAIL: Okay, so I need to evaluate the temporal coherence and smoot
    [Coh] topic=14 year=2016 ... coh=3 smooth=3
    [Coh] topic=14 year=2017 ... coh=3 smooth=3
    [Coh] topic=14 year=2018 ... coh=3 smooth=3
    [Coh] topic=15 year=1988 ... coh=3 smooth=3
