dtm_model,dataset,llm,topic_idx,year_start,year_end,label,justification,raw
DETM,neurips,llama,0,2017,2019,Meaningful evolution,"The topics shift from focusing on general information retrieval and ranking in 2017 to more specific concepts like adaptive sampling and optimal mechanisms in 2018 and 2019, indicating a real-world semantic shift in the field.","{
  ""label"": ""Meaningful evolution"",
  ""justification"": ""The topics shift from focusing on general information retrieval and ranking in 2017 to more specific concepts like adaptive sampling and optimal mechanisms in 2018 and 2019, indicating a real-world semantic shift in the field.""
}"
DETM,neurips,llama,1,1987,1989,Minor drift,"The changes in the topic representation are subtle and incremental, with 'values' replacing 'desired' and 'single' replacing 'hidden', suggesting a refinement of the language used in the field rather than a significant shift in meaning.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The changes in the topic representation are subtle and incremental, with 'values' replacing 'desired' and 'single' replacing 'hidden', suggesting a refinement of the language used in the field rather than a significant shift in meaning.""
}"
DETM,neurips,llama,1,1990,1992,Meaningful evolution,"The topic evolution reflects a shift from a focus on neural network architecture and training (1990) to a focus on the output and target values (1992), indicating a semantic change in the field's emphasis.","{
  ""label"": ""Meaningful evolution"",
  ""justification"": ""The topic evolution reflects a shift from a focus on neural network architecture and training (1990) to a focus on the output and target values (1992), indicating a semantic change in the field's emphasis.""
}"
DETM,neurips,llama,1,1993,1995,Minor drift,"The changes in the topic representation are subtle and incremental, with words being reordered or replaced with similar terms, indicating a gradual shift in the focus of the topic rather than a significant semantic change.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The changes in the topic representation are subtle and incremental, with words being reordered or replaced with similar terms, indicating a gradual shift in the focus of the topic rather than a significant semantic change.""
}"
DETM,neurips,llama,1,1996,1998,Minor drift,"The changes in the topic representation are subtle and consistent with the natural progression of machine learning research, with the introduction of new concepts like 'experiments' and 'performance' in 1998, but the core concepts of 'training', 'data', 'test', and 'features' remain stable.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The changes in the topic representation are subtle and consistent with the natural progression of machine learning research, with the introduction of new concepts like 'experiments' and 'performance' in 1998, but the core concepts of 'training', 'data', 'test', and 'features' remain stable.""
}"
DETM,neurips,llama,1,1999,2001,Minor drift,"The changes in the topic representation are subtle and incremental, with some terms being replaced or reordered, but the overall theme of machine learning and training remains consistent.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The changes in the topic representation are subtle and incremental, with some terms being replaced or reordered, but the overall theme of machine learning and training remains consistent.""
}"
DETM,neurips,llama,1,2002,2004,Minor drift,"The changes in the topic representation are subtle and incremental, with some terms being replaced or added, but the overall theme of the topic remains consistent, indicating a minor shift in the language used rather than a significant semantic change.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The changes in the topic representation are subtle and incremental, with some terms being replaced or added, but the overall theme of the topic remains consistent, indicating a minor shift in the language used rather than a significant semantic change.""
}"
DETM,neurips,llama,1,2005,2007,Meaningful evolution,"The topics shift from focusing on 'features' and 'selection' in 2005 to emphasizing 'regularization' and 'parameter' in 2006 and 2007, indicating a semantic change in the field from feature selection to regularization techniques.","{
  ""label"": ""Meaningful evolution"",
  ""justification"": ""The topics shift from focusing on 'features' and 'selection' in 2005 to emphasizing 'regularization' and 'parameter' in 2006 and 2007, indicating a semantic change in the field from feature selection to regularization techniques.""
}"
DETM,neurips,llama,1,2008,2010,Meaningful evolution,"The topic evolution reflects a shift from focusing on 'regularization' and 'lasso' in 2008 to a broader discussion of 'sparsity', 'penalty', and 'statistical' aspects in 2010, indicating a real-world semantic shift in the field of regression analysis.","{
  ""label"": ""Meaningful evolution"",
  ""justification"": ""The topic evolution reflects a shift from focusing on 'regularization' and 'lasso' in 2008 to a broader discussion of 'sparsity', 'penalty', and 'statistical' aspects in 2010, indicating a real-world semantic shift in the field of regression analysis.""
}"
DETM,neurips,llama,1,2011,2013,Minor drift,"The topic evolution shows a gradual shift in emphasis, with 'support' and 'logistic' entering the topic in 2013, but the core concepts of 'regression', 'regularization', 'lasso', and 'parameter' remain consistent across years.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The topic evolution shows a gradual shift in emphasis, with 'support' and 'logistic' entering the topic in 2013, but the core concepts of 'regression', 'regularization', 'lasso', and 'parameter' remain consistent across years.""
}"
DETM,neurips,llama,1,2014,2016,Minor drift,"The topic evolution shows a gradual shift from a focus on statistical methods and journal publications to a focus on data and experiments, but the core concepts remain related to regression and data analysis.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The topic evolution shows a gradual shift from a focus on statistical methods and journal publications to a focus on data and experiments, but the core concepts remain related to regression and data analysis.""
}"
DETM,neurips,llama,1,2017,2019,Meaningful evolution,"The topic evolution reflects a shift from a focus on data and datasets to a focus on clustering and data analysis techniques, indicating a semantic change in the field of data science.","{
  ""label"": ""Meaningful evolution"",
  ""justification"": ""The topic evolution reflects a shift from a focus on data and datasets to a focus on clustering and data analysis techniques, indicating a semantic change in the field of data science.""
}"
DETM,neurips,llama,2,1987,1989,Minor drift,"The topic evolution shows a gradual shift in emphasis, with 'dynamic' and 'current' consistently appearing, but with some variation in the surrounding words, indicating a minor drift in the topic's nuances rather than a significant semantic change.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The topic evolution shows a gradual shift in emphasis, with 'dynamic' and 'current' consistently appearing, but with some variation in the surrounding words, indicating a minor drift in the topic's nuances rather than a significant semantic change.""
}"
DETM,neurips,llama,2,1990,1992,Minor drift,"The topic evolution shows a gradual shift from focusing on 'current' and 'dynamic' to incorporating related concepts like 'search', 'computational', and 'incremental', indicating a nuanced development of the topic rather than a drastic semantic change.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The topic evolution shows a gradual shift from focusing on 'current' and 'dynamic' to incorporating related concepts like 'search', 'computational', and 'incremental', indicating a nuanced development of the topic rather than a drastic semantic change.""
}"
DETM,neurips,llama,2,1993,1995,Minor drift,"The topic evolution shows a gradual shift in focus from 'computational' and 'university' to 'problem', 'solution', and 'optimization', but the core concepts remain related to computational search and optimization.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The topic evolution shows a gradual shift in focus from 'computational' and 'university' to 'problem', 'solution', and 'optimization', but the core concepts remain related to computational search and optimization.""
}"
DETM,neurips,llama,2,1996,1998,Meaningful evolution,"The topics shift from focusing on 'pruning' and 'price' in 1996 to emphasizing 'efficient', 'optimal', and 'constraints' in 1997 and 1998, indicating a semantic shift towards more advanced and nuanced concepts in the field.","{
  ""label"": ""Meaningful evolution"",
  ""justification"": ""The topics shift from focusing on 'pruning' and 'price' in 1996 to emphasizing 'efficient', 'optimal', and 'constraints' in 1997 and 1998, indicating a semantic shift towards more advanced and nuanced concepts in the field.""
}"
DETM,neurips,llama,2,1999,2001,Minor drift,"The changes in the topic representation from 1999 to 2001 are subtle and incremental, with some words being replaced or reordered, but the overall theme of optimization and problem-solving remains consistent.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The changes in the topic representation from 1999 to 2001 are subtle and incremental, with some words being replaced or reordered, but the overall theme of optimization and problem-solving remains consistent.""
}"
DETM,neurips,llama,2,2002,2004,Minor drift,"The topic evolution shows a gradual shift in terminology, with words like 'support' and 'optimal' being replaced by 'norm' and 'convex', indicating a refinement in the language used, but the underlying concepts remain relatively consistent.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The topic evolution shows a gradual shift in terminology, with words like 'support' and 'optimal' being replaced by 'norm' and 'convex', indicating a refinement in the language used, but the underlying concepts remain relatively consistent.""
}"
DETM,neurips,llama,2,2005,2007,Minor drift,"The topic evolution shows a gradual shift in emphasis from optimization and convex analysis to linear algebra and machine learning concepts, but the core themes remain relatively consistent.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The topic evolution shows a gradual shift in emphasis from optimization and convex analysis to linear algebra and machine learning concepts, but the core themes remain relatively consistent.""
}"
DETM,neurips,llama,2,2008,2010,Meaningful evolution,"The topic evolves from focusing on feature selection and linear vectors in 2008 to incorporating learning and matching in 2010, indicating a shift towards more advanced machine learning concepts.","{
  ""label"": ""Meaningful evolution"",
  ""justification"": ""The topic evolves from focusing on feature selection and linear vectors in 2008 to incorporating learning and matching in 2010, indicating a shift towards more advanced machine learning concepts.""
}"
DETM,neurips,llama,2,2011,2013,Meaningful evolution,"The topic evolution reflects a shift from focusing on 'sparse' and 'linear' features to 'representation' and 'invariant' features, indicating a semantic change in the field from traditional machine learning to more advanced techniques.","{
  ""label"": ""Meaningful evolution"",
  ""justification"": ""The topic evolution reflects a shift from focusing on 'sparse' and 'linear' features to 'representation' and 'invariant' features, indicating a semantic change in the field from traditional machine learning to more advanced techniques.""
}"
DETM,neurips,llama,2,2014,2016,Meaningful evolution,"The topic evolution reflects a shift from traditional computer vision concepts (2014) to deep learning techniques (2015-2016), indicating a significant semantic change in the field.","{
  ""label"": ""Meaningful evolution"",
  ""justification"": ""The topic evolution reflects a shift from traditional computer vision concepts (2014) to deep learning techniques (2015-2016), indicating a significant semantic change in the field.""
}"
DETM,neurips,llama,2,2017,2019,Meaningful evolution,"The shift from focusing on 'image recognition' and 'deep vision' in 2017 to emphasizing 'feature' and 'local' in 2019 suggests a semantic change in the field, likely reflecting advancements in the field of convolutional neural networks.","{
  ""label"": ""Meaningful evolution"",
  ""justification"": ""The shift from focusing on 'image recognition' and 'deep vision' in 2017 to emphasizing 'feature' and 'local' in 2019 suggests a semantic change in the field, likely reflecting advancements in the field of convolutional neural networks.""
}"
DETM,neurips,llama,3,1987,1989,Minor drift,"The topic evolution shows a slight shift in word emphasis, but the core concepts of 'motion', 'visual', and 'spatial' remain consistent across the three years, indicating a minor drift rather than a significant semantic change.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The topic evolution shows a slight shift in word emphasis, but the core concepts of 'motion', 'visual', and 'spatial' remain consistent across the three years, indicating a minor drift rather than a significant semantic change.""
}"
DETM,neurips,llama,3,1990,1992,Minor drift,"The topic evolution shows a consistent presence of core terms ('motion', 'velocity', 'visual', 'position', 'motor', 'movement') with some minor additions and substitutions, indicating a gradual refinement of the topic rather than a significant semantic shift.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The topic evolution shows a consistent presence of core terms ('motion', 'velocity', 'visual', 'position', 'motor', 'movement') with some minor additions and substitutions, indicating a gradual refinement of the topic rather than a significant semantic shift.""
}"
DETM,neurips,llama,3,1993,1995,Minor drift,"The topic evolution shows a gradual shift in focus from 'dynamics' and 'movement' to 'time', 'state', and 'systems', which is a natural progression in the field of control systems, but the core concepts remain relatively consistent.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The topic evolution shows a gradual shift in focus from 'dynamics' and 'movement' to 'time', 'state', and 'systems', which is a natural progression in the field of control systems, but the core concepts remain relatively consistent.""
}"
DETM,neurips,llama,3,1996,1998,Minor drift,"The topic evolution shows a gradual shift in word usage, but the core concepts and themes remain relatively consistent, indicating a minor drift rather than a significant semantic change.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The topic evolution shows a gradual shift in word usage, but the core concepts and themes remain relatively consistent, indicating a minor drift rather than a significant semantic change.""
}"
DETM,neurips,llama,3,1999,2001,Minor drift,"The topic evolution shows a gradual shift in emphasis, with some terms (e.g., 'filter', 'switching', 'neural', 'control') entering or exiting the topic, but the overall semantic meaning remains relatively consistent.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The topic evolution shows a gradual shift in emphasis, with some terms (e.g., 'filter', 'switching', 'neural', 'control') entering or exiting the topic, but the overall semantic meaning remains relatively consistent.""
}"
DETM,neurips,llama,3,2002,2004,Minor drift,"The topic evolution shows a gradual shift in focus from 'neural dynamics' to 'analog circuits' and 'computational systems', but the core concepts remain similar, indicating a minor drift rather than a significant semantic change.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The topic evolution shows a gradual shift in focus from 'neural dynamics' to 'analog circuits' and 'computational systems', but the core concepts remain similar, indicating a minor drift rather than a significant semantic change.""
}"
DETM,neurips,llama,3,2005,2007,Meaningful evolution,"The topics shift from a focus on 'time' and 'state' in 2005 to a broader emphasis on 'systems' and 'dynamics' in 2006, and then to a more specific focus on 'computational' and 'control' in 2007, indicating a coherent and relevant semantic change.","{
  ""label"": ""Meaningful evolution"",
  ""justification"": ""The topics shift from a focus on 'time' and 'state' in 2005 to a broader emphasis on 'systems' and 'dynamics' in 2006, and then to a more specific focus on 'computational' and 'control' in 2007, indicating a coherent and relevant semantic change.""
}"
DETM,neurips,llama,3,2008,2010,Minor drift,"The topic evolution shows a gradual shift from focusing on 'computational' and 'performance' aspects in 2008 to emphasizing 'size', 'scale', and 'accuracy' in 2010, which is a subtle but coherent change in the topic's semantic direction.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The topic evolution shows a gradual shift from focusing on 'computational' and 'performance' aspects in 2008 to emphasizing 'size', 'scale', and 'accuracy' in 2010, which is a subtle but coherent change in the topic's semantic direction.""
}"
DETM,neurips,llama,3,2011,2013,Minor drift,"The topic evolution shows a gradual shift in emphasis, with 'performance' and 'number' consistently present, but with some minor changes in surrounding words, indicating a nuanced but not drastic semantic change.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The topic evolution shows a gradual shift in emphasis, with 'performance' and 'number' consistently present, but with some minor changes in surrounding words, indicating a nuanced but not drastic semantic change.""
}"
DETM,neurips,llama,3,2014,2016,Minor drift,"The topic evolution shows a gradual shift in focus from 'performance' and 'computational' in 2014 to 'error' and 'compression' in 2016, but the overall theme remains related to testing and evaluation.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The topic evolution shows a gradual shift in focus from 'performance' and 'computational' in 2014 to 'error' and 'compression' in 2016, but the overall theme remains related to testing and evaluation.""
}"
DETM,neurips,llama,3,2017,2019,Meaningful evolution,"The topic evolution shows a consistent shift from a focus on 'computational' and 'space' in 2017 to a stronger emphasis on 'international' and 'representations' in 2019, indicating a real-world semantic shift in the field.","{
  ""label"": ""Meaningful evolution"",
  ""justification"": ""The topic evolution shows a consistent shift from a focus on 'computational' and 'space' in 2017 to a stronger emphasis on 'international' and 'representations' in 2019, indicating a real-world semantic shift in the field.""
}"
DETM,neurips,llama,4,1987,1989,Meaningful evolution,"The topic evolution shows a shift from a focus on qualitative and theoretical aspects (e.g. 'qualitative', 'complex') in 1987 to a more practical and specific focus on neural network architectures (e.g. 'feedforward', 'architecture') in 1989, indicating a real-world semantic shift.","{
  ""label"": ""Meaningful evolution"",
  ""justification"": ""The topic evolution shows a shift from a focus on qualitative and theoretical aspects (e.g. 'qualitative', 'complex') in 1987 to a more practical and specific focus on neural network architectures (e.g. 'feedforward', 'architecture') in 1989, indicating a real-world semantic shift.""
}"
DETM,neurips,llama,4,1990,1992,Meaningful evolution,"The topic evolution shows a gradual shift from emphasizing 'multi' and 'complex' to 'superior' and 'complete', indicating a semantic change in the focus from network architecture to performance.","{
  ""label"": ""Meaningful evolution"",
  ""justification"": ""The topic evolution shows a gradual shift from emphasizing 'multi' and 'complex' to 'superior' and 'complete', indicating a semantic change in the focus from network architecture to performance.""
}"
DETM,neurips,llama,4,1993,1995,Minor drift,"The topic evolution shows a gradual shift in focus from neural networks to a broader discussion of network-related concepts, but the core theme remains relatively consistent.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The topic evolution shows a gradual shift in focus from neural networks to a broader discussion of network-related concepts, but the core theme remains relatively consistent.""
}"
DETM,neurips,llama,4,1996,1998,Meaningful evolution,"The topic evolution shows a shift from a focus on 'consistent' and 'statistical' models to a more nuanced understanding of 'human' and 'subjective' preferences, indicating a real-world semantic shift in the field.","{
  ""label"": ""Meaningful evolution"",
  ""justification"": ""The topic evolution shows a shift from a focus on 'consistent' and 'statistical' models to a more nuanced understanding of 'human' and 'subjective' preferences, indicating a real-world semantic shift in the field.""
}"
DETM,neurips,llama,4,1999,2001,Meaningful evolution,"The topic evolution shows a shift from a focus on statistical and Bayesian models to a focus on causal and human-centered models, reflecting a real-world semantic shift in the field.","{
  ""label"": ""Meaningful evolution"",
  ""justification"": ""The topic evolution shows a shift from a focus on statistical and Bayesian models to a focus on causal and human-centered models, reflecting a real-world semantic shift in the field.""
}"
DETM,neurips,llama,4,2002,2004,Minor drift,"The topic evolution shows a gradual shift in focus from 'causal' and 'probabilistic' models to 'link' and 'user' interactions, which is a coherent and expected progression in the field of modeling and analysis.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The topic evolution shows a gradual shift in focus from 'causal' and 'probabilistic' models to 'link' and 'user' interactions, which is a coherent and expected progression in the field of modeling and analysis.""
}"
DETM,neurips,llama,4,2005,2007,Minor drift,"The evolution shows a gradual shift in focus from 'group' and 'hierarchical' to 'word' and 'document', but the underlying concepts remain related to topic modeling, indicating a minor drift rather than a significant semantic change.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The evolution shows a gradual shift in focus from 'group' and 'hierarchical' to 'word' and 'document', but the underlying concepts remain related to topic modeling, indicating a minor drift rather than a significant semantic change.""
}"
DETM,neurips,llama,4,2008,2010,Meaningful evolution,"The topic evolution reflects a shift from general concepts of 'topic' and 'semantic' to more specific and related concepts in computer vision, such as 'object', 'image', and 'recognition'.","{
  ""label"": ""Meaningful evolution"",
  ""justification"": ""The topic evolution reflects a shift from general concepts of 'topic' and 'semantic' to more specific and related concepts in computer vision, such as 'object', 'image', and 'recognition'.""
}"
DETM,neurips,llama,4,2011,2013,Minor drift,"The topic evolution shows a gradual shift in focus from 'image recognition' to 'image analysis' and 'computer vision', but the core concepts remain similar.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The topic evolution shows a gradual shift in focus from 'image recognition' to 'image analysis' and 'computer vision', but the core concepts remain similar.""
}"
DETM,neurips,llama,4,2014,2016,Meaningful evolution,"The topic evolution shows a shift from a focus on image and object detection to a focus on training and model development, indicating a real-world semantic shift in the field.","{
  ""label"": ""Meaningful evolution"",
  ""justification"": ""The topic evolution shows a shift from a focus on image and object detection to a focus on training and model development, indicating a real-world semantic shift in the field.""
}"
DETM,neurips,llama,4,2017,2019,Meaningful evolution,The topic evolution reflects a shift from a focus on training and testing deep learning models to a focus on evaluating model performance through metrics such as loss and accuracy.,"{
  ""label"": ""Meaningful evolution"",
  ""justification"": ""The topic evolution reflects a shift from a focus on training and testing deep learning models to a focus on evaluating model performance through metrics such as loss and accuracy.""
}"
DETM,neurips,llama,5,1987,1989,Minor drift,"The topic evolution shows a gradual shift in emphasis from 'artificial' and 'connectionist' to 'human' and 'language', which is a plausible semantic change in the field of artificial intelligence and cognitive science.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The topic evolution shows a gradual shift in emphasis from 'artificial' and 'connectionist' to 'human' and 'language', which is a plausible semantic change in the field of artificial intelligence and cognitive science.""
}"
DETM,neurips,llama,5,1990,1992,Minor drift,"The topic evolution shows a gradual shift in emphasis, with 'speech' and 'language' consistently present, but with some variation in other terms, indicating a minor drift rather than a significant semantic change.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The topic evolution shows a gradual shift in emphasis, with 'speech' and 'language' consistently present, but with some variation in other terms, indicating a minor drift rather than a significant semantic change.""
}"
DETM,neurips,llama,5,1993,1995,Minor drift,"The topic evolution shows a gradual shift in focus from speech and sound processing to signal processing and neural networks, but the core concepts remain related to the field of neural networks and signal processing.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The topic evolution shows a gradual shift in focus from speech and sound processing to signal processing and neural networks, but the core concepts remain related to the field of neural networks and signal processing.""
}"
DETM,neurips,llama,5,1996,1998,Minor drift,"The topic evolution shows a gradual shift in emphasis, with 'signal' and 'signals' consistently present, but with some variation in related terms like 'frequency', 'sources', and 'noise', indicating a nuanced but not drastic change in the topic's semantic meaning.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The topic evolution shows a gradual shift in emphasis, with 'signal' and 'signals' consistently present, but with some variation in related terms like 'frequency', 'sources', and 'noise', indicating a nuanced but not drastic change in the topic's semantic meaning.""
}"
DETM,neurips,llama,5,1999,2001,Minor drift,"The topic evolution shows a gradual shift in focus from signal processing to speech processing, but the core concepts remain similar, indicating a minor drift rather than a significant semantic change.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The topic evolution shows a gradual shift in focus from signal processing to speech processing, but the core concepts remain similar, indicating a minor drift rather than a significant semantic change.""
}"
DETM,neurips,llama,5,2002,2004,Minor drift,"The topic evolution shows a gradual shift in focus from 'analysis' and 'noise' in 2002 to 'processing' and 'separation' in 2004, but the core concepts of 'signal', 'source', and 'frequency' remain consistent across the years.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The topic evolution shows a gradual shift in focus from 'analysis' and 'noise' in 2002 to 'processing' and 'separation' in 2004, but the core concepts of 'signal', 'source', and 'frequency' remain consistent across the years.""
}"
DETM,neurips,llama,5,2005,2007,Meaningful evolution,"The topic evolution reflects a shift from a focus on signal processing and filtering in 2005 to a focus on source localization and speech processing in 2006 and 2007, indicating a real-world semantic shift in the field.","{
  ""label"": ""Meaningful evolution"",
  ""justification"": ""The topic evolution reflects a shift from a focus on signal processing and filtering in 2005 to a focus on source localization and speech processing in 2006 and 2007, indicating a real-world semantic shift in the field.""
}"
DETM,neurips,llama,5,2008,2010,Meaningful evolution,"The topics shift from focusing on spatial and visual aspects of motion in 2008 to a more functional and brain-centric perspective in 2010, indicating a genuine semantic change in the field.","{
  ""label"": ""Meaningful evolution"",
  ""justification"": ""The topics shift from focusing on spatial and visual aspects of motion in 2008 to a more functional and brain-centric perspective in 2010, indicating a genuine semantic change in the field.""
}"
DETM,neurips,llama,5,2011,2013,Minor drift,"The topic evolution shows a gradual shift in focus from signal processing and neuroscience to related concepts, but the core themes and vocabulary remain relatively consistent.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The topic evolution shows a gradual shift in focus from signal processing and neuroscience to related concepts, but the core themes and vocabulary remain relatively consistent.""
}"
DETM,neurips,llama,5,2014,2016,Minor drift,"The topics seem to shift from a focus on temporal and spatial analysis in 2014 to a focus on human and individual responses in 2015, and then to a focus on statistical analysis and bias in 2016, but the changes are not drastic and still seem related to the same general field of study.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The topics seem to shift from a focus on temporal and spatial analysis in 2014 to a focus on human and individual responses in 2015, and then to a focus on statistical analysis and bias in 2016, but the changes are not drastic and still seem related to the same general field of study.""
}"
DETM,neurips,llama,5,2017,2019,Minor drift,"The topic evolution shows a gradual shift in focus from experimental design and results presentation to a more specific context of publishing research on arXiv and conferences, indicating a minor drift in the topic's scope rather than a significant semantic change.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The topic evolution shows a gradual shift in focus from experimental design and results presentation to a more specific context of publishing research on arXiv and conferences, indicating a minor drift in the topic's scope rather than a significant semantic change.""
}"
DETM,neurips,llama,6,1987,1989,Minor drift,"The topic evolution shows a gradual shift in word frequencies, but the overall theme and vocabulary remain consistent, indicating a minor drift rather than a significant semantic change.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The topic evolution shows a gradual shift in word frequencies, but the overall theme and vocabulary remain consistent, indicating a minor drift rather than a significant semantic change.""
}"
DETM,neurips,llama,6,1990,1992,Minor drift,"The changes in the topic representation are subtle and incremental, with words being added or removed in a way that suggests a gradual refinement of the topic's meaning, rather than a significant semantic shift.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The changes in the topic representation are subtle and incremental, with words being added or removed in a way that suggests a gradual refinement of the topic's meaning, rather than a significant semantic shift.""
}"
DETM,neurips,llama,6,1993,1995,Meaningful evolution,"The topic evolution shows a clear shift from focusing on basic concepts like 'input', 'output', 'vector', and 'code' in 1993 to more advanced concepts like 'ensemble', 'classification', and 'perceptron' in 1995, indicating a significant semantic change in the field.","{
  ""label"": ""Meaningful evolution"",
  ""justification"": ""The topic evolution shows a clear shift from focusing on basic concepts like 'input', 'output', 'vector', and 'code' in 1993 to more advanced concepts like 'ensemble', 'classification', and 'perceptron' in 1995, indicating a significant semantic change in the field.""
}"
DETM,neurips,llama,6,1996,1998,Minor drift,"The changes in the topic representation are subtle and consistent with the gradual development of machine learning concepts, but do not indicate a significant shift in semantic meaning.","{
  ""label"": ""Minor drift"",
  ""justification"": ""The changes in the topic representation are subtle and consistent with the gradual development of machine learning concepts, but do not indicate a significant shift in semantic meaning.""
}"
